Titulo,Año,Duracion,Genero,Clasificacion,Descripcion,Estrellas,votes,Tipo,duracion_num,genero_principal,duration_min,link
Vikings,(2013–2020),44 min,"Action, Adventure, Drama",8.5,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.","['Katheryn Winnick, ', 'Gustaf Skarsgård, ', 'Alexander Ludwig, ', 'Georgia Hirst']","524,630",Serie,44.0,Action,44.0,https://image.tmdb.org/t/p/w500/fkbRjOOvygs3JlTRvdL5iSS47m9.jpg
Vikings: Valhalla,(2022– ),51 min,"Action, Adventure, Drama",7.2,"Follow-up series to 'Vikings' set 100 years afterward and centering on the adventures of Leif Erikson, Freydis, Harald Hardrada and the Norman King William the Conqueror.","['Sam Corlett, ', 'Leo Suter, ', 'Jóhannes Haukur Jóhannesson, ', 'Lujza Richter']","37,571",Serie,51.0,Action,51.0,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Vikings_Valhalla_logo.jpg/250px-Vikings_Valhalla_logo.jpg
Vincenzo,(2021– ),80 min,"Action, Comedy, Crime",8.4,"During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice.","['Song Joong-ki, ', 'Jeon Yeo-bin, ', 'Taecyeon, ', 'Kwak Dong-yeon']","17,647",Serie,80.0,Action,80.0,https://image.tmdb.org/t/p/w500/qoRm6fxZrEpZhs2B3jW3Liuk1Tv.jpg
Vinland Saga,(2019– ),24 min,"Animation, Action, Adventure",8.8,Thorfinn pursues a journey with his father's killer in order to take revenge and end his life in a duel as an honorable warrior and pay his father a homage.,"['Zach Aguilar, ', 'William Christopher Stephens, ', 'Keith Silverstein, ', 'Kira Buckland']","36,550",Serie,24.0,Animation,24.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Violet Evergarden,(2018),24 min,"Animation, Drama, Fantasy",8.4,"In the aftermath of a great war, Violet Evergarden, a young female ex-soldier, gets a job at a writers' agency and goes on assignments to create letters that can connect people.","['Yui Ishikawa, ', 'Erika Harlacher, ', 'Raissa Bueno, ', 'Aya Endô']","21,825",Serie,24.0,Animation,24.0,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Violet_Evergarden_light_novel_volume_1_cover.jpg/250px-Violet_Evergarden_light_novel_volume_1_cover.jpg
Violet Evergarden: Eternity and the Auto Memory Doll,(2019),90 min,"Animation, Drama, Family",7.4,"Violet Evergarden, a former soldier returned from war, comes to teach at a women's academy and changes a young girl's life.","['Haruka Fujita, ', 'Taichi Ishidate', '| ', '    Stars:', 'Yui Ishikawa, ', 'Minako Kotobuki, ', 'Aoi Yûki, ', 'Takehito Koyasu']","4,907",Pelicula,90.0,Animation,90.0,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Violet_Evergarden_Gaiden_poster.jpg/250px-Violet_Evergarden_Gaiden_poster.jpg
Violet Evergarden: The Movie,(2020),140 min,"Animation, Drama, Fantasy",8.3,"After the aftermath of a war, a young girl who was used as a 'tool' for war learned to live. With the scars of burns, she goes back to her past to feel the true feelings of the Major's, ""I love you.""","['Taichi Ishidate', '| ', '    Stars:', 'Yui Ishikawa, ', 'Daisuke Namikawa, ', 'Takehito Koyasu, ', 'Hidenobu Kiuchi']","6,641",Pelicula,140.0,Animation,140.0,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Violet_Evergarden_the_Movie_poster.jpg/250px-Violet_Evergarden_the_Movie_poster.jpg
Violetta,(2012–2015),45 min,"Drama, Family, Music",5.1,A musically-talented teenager returns to her native Buenos Aires after living in Europe.,"['Diego Ramos, ', 'Tini Stoessel, ', 'Jorge Blanco, ', 'Mercedes Lambre']","2,489",Serie,45.0,Drama,45.0,https://image.tmdb.org/t/p/w500/tPEuiqrlWIUUt0JW9nVofdmWbIz.jpg
Vir Das: Abroad Understanding,(2017 TV Special),65 min,Comedy,6.9,"Comedian Vir Das critics nationalism, globalism and bad politics in two performances in New York and New Delhi.","['Marcus Raboy', '| ', '    Star:', 'Vir Das']","1,723",Serie,65.0,Comedy,65.0,https://image.tmdb.org/t/p/w500/c8cCiaK2U5etkJiAoKoMAN5EPOP.jpg
Vir Das: For India,(2020 TV Special),75 min,Comedy,7.7,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, Vir Das celebrates the history of India with his one-of-a-kind perspective.","['Ajay Bhuyan, ', 'Vir Das', '| ', '    Star:', 'Vir Das']","1,283",Serie,75.0,Comedy,75.0,https://image.tmdb.org/t/p/w500/jpOQUzeDdOlE1iCLQtstEtGyfDy.jpg
Vir Das: Losing It,(2018 TV Special),67 min,Comedy,7.0,"Losing It is a Vir Das Journey of Africa , India and America and religions. He touches many topics with audience laughing throughout.","['Marcus Raboy', '| ', '    Star:', 'Vir Das']","1,275",Serie,67.0,Comedy,67.0,https://image.tmdb.org/t/p/w500/dvLvcE7lZX4kxKoqZpX7XWSprWj.jpg
Vir Das: Outside in - The Lockdown Special,(2020 TV Special),50 min,Comedy,6.5,Stage banter takes on a different - deeper - meaning as the comedian performs online shows to homebound viewers worldwide from his Mumbai residence.,"['Vir Das', '| ', '    Star:', 'Vir Das']",273,Pelicula,50.0,Comedy,50.0,https://image.tmdb.org/t/p/w500/lFwSB6nBQzGHyW6ZqgdFkRdT1QK.jpg
Virgin River,(2019– ),45 min,"Drama, Romance",8.2,Mel tracks down Brady to find out more about Spencer. Hope answers Doc's question. Preacher makes a life-changing decision.,"['Martin Wood', '| ', '    Stars:', 'Alexandra Breckenridge, ', 'Martin Henderson, ', 'Colin Lawrence, ', 'Benjamin Hollingsworth']",485,Serie,45.0,Drama,45.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Zion_Canyon_in_winter.jpg/330px-Zion_Canyon_in_winter.jpg
Virunga,(2014),100 min,"Documentary, War",8.2,A team of brave individuals risk their lives to protect the last mountain gorillas.,"['Orlando von Einsiedel', '| ', '    Stars:', 'André Bauma, ', 'Emmanuel de Merode, ', 'Mélanie Gouby, ', 'Rodrigue Mugaruka Katembo']","11,569",Pelicula,100.0,Documentary,100.0,https://image.tmdb.org/t/p/w500/b59YdJZyRUu04hnWdmmz4kPjbTF.jpg
Virunga: Gorillas in Peril,(2015 TV Movie),28 min,Documentary,6.5,"A behind the scenes look at the Academy Award nominated original documentary, Virunga, from Executive Producer Leonardo DiCaprio. Hosted by Soledad O'Brien, go inside the incredible, true ...                See full summary »","['Lisa Kors', '| ', '    Stars:', ""Soledad O'Brien, "", 'Jonathan Baillie, ', 'André Bauma, ', 'Mélanie Gouby']",32,Pelicula,28.0,Documentary,28.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Vis a vis,(2015–2019),53 min,"Drama, Thriller",8.2,She broke the law for the boss she fell in love with. Now this naive girl has to pay the price.,"['Alba Flores, ', 'María Isabel Díaz Lago, ', 'Marta Aledo, ', 'Najwa Nimri']","22,298",Serie,53.0,Drama,53.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Viswasapoorvam Mansoor,(2017),112 min,Drama,5.9,"Set against the background of certain social uncertainties, Viswapoorvam Mansoor highlights the subject of patriotism that exists within the country.","['P.T. Kunju Muhammad', '| ', '    Stars:', 'Shivaji Guruvayoor, ', 'Santhosh Keezhattoor, ', 'Leona Lishoy, ', 'Prayaga Martin']",60,Pelicula,112.0,Drama,112.0,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Viswasapoorvam_Mansoor_film_poster.jpg/250px-Viswasapoorvam_Mansoor_film_poster.jpg
Vivo,(I) (2021),95 min,"Animation, Adventure, Comedy",6.6,"Vivo, Sony Pictures Animation's first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.","['Kirk DeMicco, ', 'Brandon Jeffords', '| ', '    Stars:', 'Lin-Manuel Miranda, ', 'Ynairaly Simo, ', 'Zoe Saldana, ', 'Juan de Marcos González']","18,809",Pelicula,95.0,Animation,95.0,https://image.tmdb.org/t/p/w500/yzZFLQQnjJCgG8iYfcF4JqmdBMo.jpg
Vivy: Fluorite Eye's Song,(2021– ),25 min,"Animation, Action, Adventure",8.1,"The female looking and first autonomous AI named Diva is created for one mission to make everyone happy by singing. Shortly Diva is confronted by an unknown ""program"" from the future with objective to make Diva join him and destroy AIs.","['Atsumi Tanezaki, ', 'Jun Fukuyama, ', 'Cristina Valenzuela, ', 'Max Mittelman']","3,128",Serie,25.0,Animation,25.0,https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/Vivy_Fluorite_Eye%E2%80%99s_Song_key_visual.jpg/250px-Vivy_Fluorite_Eye%E2%80%99s_Song_key_visual.jpg
Vlast (Power),(2010),88 min,Documentary,7.1,The collapse of the Soviet Union led to a volatile but highly advantageous environment for young Russian businessmen eager to build the fledgling market economy by any means necessary. ...                See full summary »,['Cathryn Collins'],173,Pelicula,88.0,Documentary,88.0,https://image.tmdb.org/t/p/w500/m74ME6gekunnlP99u8Y1WnqZte9.jpg
Voice,(2017–2021),60 min,"Action, Crime, Mystery",7.6,Revolves around an emergency call center and the employees who attempt to fight crime using the limited information they get from the urgent calls they receive.,"['Lee Hana, ', 'Son Eun-seo, ', 'Song Boo-gun, ', 'Kim Joong-Ki']","2,076",Serie,60.0,Action,60.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Voices of Fire,(2020– ),45 min,"Music, Reality-TV",6.9,Pharrell Williams's hometown community leaders attempt to build one of the world's most inspiring gospel choirs.,"['Marcus Richardson, ', 'Keith Ball, ', 'Shakara Monique, ', 'Jahzeel Mumford']",393,Serie,,Music,45.0,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Vancantovoicesoffire.jpg/250px-Vancantovoicesoffire.jpg
Voir,(2021– ),20 min,Documentary,6.8,"Film lovers examine the cinematic moments that thrilled, perplexed, challenged and forever changed them in this collection of visual essays.","['Taylor Ramos, ', 'Tony Zhou, ', 'Drew McWeeny, ', 'Sasha Stone']","1,377",Serie,20.0,Documentary,20.0,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Voir-Montreal-October-2016.jpg/250px-Voir-Montreal-October-2016.jpg
Voltron 84,(2017),70 min,"Animation, Action, Sci-Fi",8.3,Add a Plot,"['Jeffrey Michael Adams, ', 'Steve Ahn, ', 'Christine Bian, ', 'Kimberly Brooks']",60,Pelicula,,Animation,70.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Voltron: Legendary Defender,(2016–2018),23 min,"Animation, Action, Adventure",8.1,Five teenagers become the last line of defense for the galaxy in an intergalactic battle against the evil alien force led by King Zarkon.,"['Jeremy Shada, ', 'Bex Taylor-Klaus, ', 'Tyler Labine, ', 'Kimberly Brooks']","8,942",Serie,23.0,Animation,23.0,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Voltron_-_Legendary_Defender_logo.svg/250px-Voltron_-_Legendary_Defender_logo.svg.png
Voor elkaar gemaakt,(2017),93 min,"Comedy, Romance",6.2,"After a bizarre one-night stand leaves him infertile, a careless bachelor sets out to connect with the television presenter who, as the result of the anonymous sperm donation he once made, happens to be pregnant with his child.","['Martijn Heijne', '| ', '    Stars:', 'Matthijs van de Sande Bakhuyzen, ', 'Loes Haverkort, ', 'Fabian Jansen, ', 'Roeland Fernhout']",670,Pelicula,93.0,Comedy,93.0,https://image.tmdb.org/t/p/w500/oK0c24C0VQzzuRcPSQgbl21KwH0.jpg
Voyeur,(II) (2017),95 min,"Documentary, Crime",6.1,"Journalism icon Gay Talese reports on Gerald Foos, the owner of a Colorado motel, who allegedly secretly watched his guests with the aid of specially designed ceiling vents, peering down from an ""observation platform"" he built in the motel's attic.","['Myles Kane, ', 'Josh Koury', '| ', '    Stars:', 'Gay Talese, ', 'Gerald Foos, ', 'Nan Talese, ', 'Susan Morrison']","6,266",Serie,95.0,Documentary,95.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Paul_Rader_-_Over_Exposed_-_1962.jpg/250px-Paul_Rader_-_Over_Exposed_-_1962.jpg
W,(2016),60 min,"Action, Comedy, Drama",8.1,A love story between a couple in their early thirties. They belong to the same era but alternate realities.,"['Lee Jong-Suk, ', 'Han Hyo-joo, ', 'Jeong Eu-Gene, ', 'Kim Eui-sung']","10,534",Pelicula,60.0,Action,60.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Latin_letter_W.svg/250px-Latin_letter_W.svg.png
W. Kamau Bell: Private School Negro,(2018 TV Special),65 min,Comedy,6.4,"Activist and comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid.","['Shannon Hartman', '| ', '    Star:', 'W. Kamau Bell']",800,Pelicula,65.0,Comedy,65.0,https://image.tmdb.org/t/p/w500/h0JZvQAGuDL467QvJARzh2azuUT.jpg
W/Bob and David,(2015),30 min,Comedy,7.3,Bob and David emerge from the time machine they entered sixteen years ago and are reunited with the cast of Mr. Show.,"['David Cross, ', 'Bob Odenkirk, ', 'John Ennis, ', 'Jay Johnston']","4,363",Serie,30.0,Comedy,30.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
WISH YOU: Your Melody from My Heart,(2020),10 min,"Short, Drama, Music",6.6,"A free-spirited singer whose love of music has him performing on the streets, Kang In Soo's life revolves completely around music. Supported by his friends, In Soo hopes to someday turn his...                See full summary »","['Kang In Soo, ', 'Sang Lee, ', 'Kang Ye Na, ', 'Subin Park']",738,Pelicula,10.0,Short,10.0,https://image.tmdb.org/t/p/w500/djHzH5BTRGB8XO6RhI1fq3NZ3e2.jpg
WWII in Color: Road to Victory,(2021– ),50 min,"Documentary, History, War",8.2,Gripping historical footage and expert commentary give detailed insights into the leading figures and decisive turning points of WWII.,[],"1,832",Serie,50.0,Documentary,50.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Waffles + Mochi,(2021– ),45 min,Family,7.4,A whimsical supermarket with friends and aspiring chefs hop aboard a magical shopping cart to seek out ingredients all over the world.,"['Michelle Obama, ', 'Piotr Michael, ', 'Michelle Zamora, ', 'Andy Hayward']",496,Serie,,Family,45.0,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Waffles_%2B_Mochi_poster.jpg/250px-Waffles_%2B_Mochi_poster.jpg
Waffles + Mochi: Holiday Feast,(2021 TV Special),27 min,Family,6.0,"On their first ever Freezie Day, Waffles and Mochi learn that holiday traditions aren't just about food. They're about making memories with those you love.","['Jeremy Konner', '| ', '    Stars:', 'Diona Elise Burnett, ', 'Taleia Gilliam, ', 'Andy Hayward, ', 'Jonathan Kidder']",47,Pelicula,27.0,Family,27.0,https://image.tmdb.org/t/p/w500/3mwiyxJkemPBAbefm7NyPyAiTJg.jpg
Wakfu,(2008–2017),24 min,"Animation, Action, Adventure",8.1,Saving the world from an evil madman? Not a problem for this kid. Finding his birth parents? That's the real adventure!,"['Fanny Bloc, ', 'Geneviève Doang, ', 'Jules de Jongh, ', 'Thomas Guitard']","1,549",Serie,24.0,Animation,24.0,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Wakfu_%28video_game%29_boxart.jpg/250px-Wakfu_%28video_game%29_boxart.jpg
Walk. Ride. Rodeo.,(2019),100 min,"Biography, Drama, Sport",6.4,A courageous teenager is determined to resume competitive rodeo months after her paralyzing spinal cord injury.,"['Conor Allyn', '| ', '    Stars:', 'Spencer Locke, ', 'Missi Pyle, ', 'Bailey Chase, ', 'Alyvia Alyn Lind']","2,476",Serie,100.0,Biography,100.0,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Walk_Ride_Rodeo.jpg/250px-Walk_Ride_Rodeo.jpg
Walking on Water,(2002),90 min,Drama,6.5,"After the death of a friend, a household of long time friends and family are tossed into the myopic world of grief, where jealousy, betrayal and desire override more polite reactions to death.","['Tony Ayres', '| ', '    Stars:', 'Vince Colosimo, ', 'Maria Theodorakis, ', 'Nathaniel Dean, ', 'Judi Farr']",477,Pelicula,90.0,Drama,90.0,https://image.tmdb.org/t/p/w500/uweWnAa7TrAn5fpgRwdKi7w1Bc4.jpg
Walt Before Mickey,(2015),107 min,"Biography, Drama",5.9,"Based on the book ""Walt Before Mickey"" covers the early years of Walt Disney's career.","['Khoa Le', '| ', '    Stars:', 'Thomas Ian Nicholas, ', 'Jon Heder, ', 'Armando Gutierrez, ', 'David Henrie']","6,117",Pelicula,107.0,Biography,107.0,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Walt_Before_Mickey.jpg/250px-Walt_Before_Mickey.jpg
Wanda Sykes: Not Normal,(2019 TV Special),60 min,Comedy,7.2,"Wanda Sykes, delivers a sharp-witted and hilarious critique on the state of the world, addressing her perspective on the current political and cultural climate, which she can only describe as, well - not normal.","['Linda Mendoza', '| ', '    Star:', 'Wanda Sykes']","1,865",Serie,60.0,Comedy,60.0,https://image.tmdb.org/t/p/w500/rgP8ZrffMCWZE3XKf5NpTuO5YX7.jpg
Wandering Stars,(2019),86 min,Documentary,7.1,Add a Plot,"['Syrine Boulanouar, ', 'Nekfeu', '| ', '    Stars:', 'Nekfeu, ', 'Syrine Boulanouar, ', 'Damso, ', 'Diabi']",350,Pelicula,86.0,Documentary,86.0,https://image.tmdb.org/t/p/w500/mAb9sOV6Y0T0SXKaBvWTo9EnG8k.jpg
Wanderlust,(2018),60 min,Drama,7.0,A therapist tries to save her marriage after a cycling accident causes them to reassess their relationship.,"['Toni Collette, ', 'Steven Mackintosh, ', 'Joe Hurst, ', ""Emma D'Arcy""]","5,435",Serie,60.0,Drama,60.0,https://image.tmdb.org/t/p/w500/8jpHARENcsRaGvGC2OrzWTlO0uY.jpg
Wanted,(2016–2018),60 min,"Action, Crime, Drama",7.6,Two strangers are prime suspects in a murder.,"['Rebecca Gibney, ', 'Geraldine Hakewill, ', 'Anthony Phelan, ', 'Nicholas Bell']","6,029",Serie,60.0,Action,60.0,https://image.tmdb.org/t/p/w500/6ZQIQ7GBwtZFW90kfI19KYGDX5.jpg
War Don Don,(2010),83 min,Documentary,7.3,"In Sierra Leone WAR DON DON puts international justice on trial for the world to see -- finding that in some cases the past is not just painful, it is also opaque.",['Rebecca Richman Cohen'],154,Pelicula,83.0,Documentary,83.0,https://image.tmdb.org/t/p/w500/afntYKaF68ZL6hZeEjYDESH9Phs.jpg
War Flowers,(2012),99 min,"Drama, History, War",4.2,"North Carolina 1863, the Civil War is raging. In this inspired story of tragedy and love we follow the lives of Melody, a precocious seven-year old, and her young mother Sarabeth as they struggle on their farm to survive the war.","['Serge Rodnunsky', '| ', '    Stars:', 'Christina Ricci, ', 'Jason Gedrick, ', 'Gabrielle Popa, ', 'Tom Berenger']",462,Pelicula,99.0,Drama,99.0,https://image.tmdb.org/t/p/w500/v3YTnGdQh9bhhq5h91ErDr7ApTM.jpg
War Machine,(2017),122 min,"Comedy, Drama, War",6.0,"An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan.","['David Michôd', '| ', '    Stars:', 'Brad Pitt, ', 'Daniel Betts, ', 'John Magaro, ', 'Emory Cohen']","46,794",Serie,122.0,Comedy,122.0,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/War_Machine_%28James_Rhodes%29.png/250px-War_Machine_%28James_Rhodes%29.png
War of the Worlds: Goliath,(2012),85 min,"Animation, Action, Adventure",5.4,"A retro-futuristic epic of steampunk battle set in 1914. It has been 15 years since the original H.G. Wells Martian invasion. Fearing another attack, the human race has prepared itself. ...                See full summary »","['Joe Pearson', '| ', '    Stars:', 'Adam Baldwin, ', 'Beau Billingslea, ', 'Kim Buckingham, ', 'Jim Byrnes']","1,200",Pelicula,85.0,Animation,85.0,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/War_of_the_Worlds-_Goliath.jpg/250px-War_of_the_Worlds-_Goliath.jpg
Warm and Cozy,(2015),87 min,"Comedy, Romance",6.8,A romantic drama of a man and a woman of opposite personalities and different aims gradually fall in love with each other.,"['Seohyun, ', 'So Ji-seob, ', 'Jung Jinyoung, ', 'Joon-hee Song']",422,Pelicula,,Comedy,87.0,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/WarmAndCozyPoster.jpg/250px-WarmAndCozyPoster.jpg
Warrior,(2018– ),45 min,"Crime, Drama",7.8,A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.,[],25,Serie,,Crime,45.0,https://image.tmdb.org/t/p/w500/1Gf0SXdXYiqXiJO8SjVAEZd51kJ.jpg
Warrior Nun,(2020– ),42 min,"Action, Drama, Fantasy",7.9,"In shock over the contents of the tomb, Ava no longer knows what - or who - to believe as she tries to divine the true history of the halo.","['Simon Barry', '| ', '    Stars:', 'Alba Baptista, ', 'Toya Turner, ', 'Thekla Reuten, ', 'Lorena Andrea']","1,036",Serie,42.0,Action,42.0,https://image.tmdb.org/t/p/w500/mnFEyVcDlSshzl65hEdWoYXtnm3.jpg
Was It Love,(2020),70 min,"Comedy, Drama, Romance",7.1,"""Was it love?"" is a romantic drama about a single mother of 14 years who is stuck between an attractive man who is bad, an attractive man who is young and a sexy man who is scary.","['Song Ji-Hyo, ', 'Ho Joon Son, ', 'Jong-ho Song, ', 'Ja-Sung Koo']",920,Serie,70.0,Comedy,70.0,https://image.tmdb.org/t/p/w500/s7luPRiuu9kNM2xGMsRSL2axX1r.jpg
Wasp Network,(2019),127 min,"Crime, Drama, Thriller",5.9,The story of five Cuban political prisoners who had been imprisoned by the United States since the late 1990s on charges of espionage and murder.,"['Olivier Assayas', '| ', '    Stars:', 'Penélope Cruz, ', 'Edgar Ramírez, ', 'Gael García Bernal, ', 'Ana de Armas']","10,711",Serie,127.0,Crime,127.0,https://image.tmdb.org/t/p/w500/bQumi9N4ulG76nC34pr4nh1cKwA.jpg
Watashi ga Motete Dousunda,(2016– ),23 min,"Animation, Comedy, Drama",6.6,"When her favorite character dies, Kae suddenly loses weight and gains attention. But she wants these boys to date each other, not her!","['Amber Lee Connors, ', 'Jeannie Tirado, ', 'Justin Briner, ', 'Alejandro Saab']","1,276",Serie,23.0,Animation,23.0,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Kiss_Him%2C_Not_Me.jpg/250px-Kiss_Him%2C_Not_Me.jpg
Watashi-tachi wa Doka Shiteiru,(2020– ),60 min,"Drama, Mystery, Romance",7.4,"A young girl whose father was framed for murder gets close to the man who framed him. But not only does she discover a deep mystery over the event, but she starts to fall in love with him.","['Minami Hamabe, ', 'Ryûsei Yokohama, ', 'Nobuyuki Suzuki, ', 'Mahiro Takasugi']",201,Serie,60.0,Drama,60.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Water Lilies,(2007),85 min,"Drama, Romance",6.7,"After meeting at a local pool over their summer break, a love triangle forms between three adolescent girls, which proves difficult to sustain as they each desire the love of another.","['Céline Sciamma', '| ', '    Stars:', 'Pauline Acquart, ', 'Louise Blachère, ', 'Adèle Haenel, ', 'Warren Jacquin']","12,149",Pelicula,85.0,Drama,85.0,https://image.tmdb.org/t/p/w500/uBawSJpZuIaiisj83GIZzP0Ue95.jpg
Watership Down,(2018),204 min,"Animation, Action, Adventure",7.2,"Fleeing their doomed warren, a colony of rabbits struggle to find and defend a new home.","['James McAvoy, ', 'Nicholas Hoult, ', 'John Boyega, ', 'Ben Kingsley']","6,256",Serie,204.0,Animation,204.0,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Richard_Adams_WatershipDown.jpg/250px-Richard_Adams_WatershipDown.jpg
Waterworld,(1995),177 min,"Action, Adventure, Sci-Fi",6.2,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.","['Kevin Reynolds', '| ', '    Stars:', 'Kevin Costner, ', 'Jeanne Tripplehorn, ', 'Dennis Hopper, ', 'Tina Majorino']","196,460",Pelicula,177.0,Action,177.0,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Waterworld.jpg/250px-Waterworld.jpg
Waxing Gibbous,(2001),97 min,Drama,5.6,Add a Plot,"['Jim Fogarty', '| ', '    Stars:', 'Janet Kay Baxter, ', 'Bryan Binko, ', 'Ryan Bottiglieri, ', 'Shannon M. Bragger']",19,Pelicula,97.0,Drama,97.0,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Waxinggibbousmm.jpg/250px-Waxinggibbousmm.jpg
Way Back Into Love,(2011–2012),45 min,"Drama, Romance",7.6,"After years in the US, a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast.","['Ray Chang, ', 'Yi-Wen Yen, ', 'Shao-Hua Lung, ', 'June Tsai']",21,Serie,,Drama,45.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Way of the Vampire,(2005),82 min,"Action, Horror, Thriller",2.0,"After defeating Dracula, Van Helsing is granted immortality by the church to pursue and eradicate vampires from the face of the earth. His hunt leads him to a bloody showdown between his slayers and an army of demons.","['Sarah Nean Bruce, ', 'Eduardo Durão', '| ', '    Stars:', 'Rhett Giles, ', 'Andreas Beckett, ', 'Paul Logan, ', 'Denise Boutte']","1,649",Pelicula,82.0,Action,82.0,https://image.tmdb.org/t/p/w500/hB2Fzh6owoJPijSYwEJAmBDb5Jo.jpg
We Are Family,(2016),99 min,Comedy,6.1,"Seven children from divorced parents, sick of being shared and be always changing house every week, decide to make a stand and take their own decisions.","['Gabriel Julien-Laferrière', '| ', '    Stars:', 'Julie Gayet, ', 'Thierry Neuvic, ', 'Julie Depardieu, ', 'Lucien Jean-Baptiste']","1,147",Pelicula,99.0,Comedy,99.0,https://image.tmdb.org/t/p/w500/q39hgVHmXsZbaNxLeenhjeDydKG.jpg
We Are Moluccans,(2014),151 min,"Biography, Drama, Sport",7.9,"Five years of conflict, thousands of casualties, a boys' football team unites them","['Angga Dwimas Sasongko', '| ', '    Stars:', 'Chicco Jerikho, ', 'Abdurrahman Arif, ', 'Jajang C. Noer, ', 'Ridho Hafiedz']",207,Pelicula,151.0,Biography,151.0,https://upload.wikimedia.org/wikipedia/en/c/c5/CAHAYADARITIMUR_POSTERMOVIE.jpg
We Are One,(2020),86 min,Documentary,4.9,Activists around the world fight injustice and drive social change in this documentary that follows their participation in the music video Solidarité.,"['Stéphane de Freitas', '| ', '    Stars:', 'Afaq, ', 'Panmela Castro, ', 'Stéphane de Freitas']",93,Serie,86.0,Documentary,86.0,https://image.tmdb.org/t/p/w500/8b8DHnN9R8lRMbflfnNAV87qGZQ.jpg
We Are Pregnant,(2016),100 min,"Comedy, Romance",5.5,"It seems simple: an egg + sperm = one embryo. But if your sperm is ""few, vague and abnormal"" and your woman is premenopausal at age 37, things start to get complicated.","['Juana Macías', '| ', '    Stars:', 'Paco León, ', 'Alexandra Jiménez, ', 'Alberto Amarilla, ', 'Ernesto Sevilla']","1,544",Serie,100.0,Comedy,100.0,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/We_Are_Pregnant_poster.jpg/250px-We_Are_Pregnant_poster.jpg
We Are the Champions,(2020– ),30 min,"Documentary, Game-Show",7.1,"Explore an array of unique competitions, from the quirky to the bizarre, and meet their passionate communities in this docuseries.","['Rainn Wilson, ', 'Florence Early, ', 'Sara Stevens, ', 'Kacie Anderson']","1,447",Serie,30.0,Documentary,30.0,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Wearethechampions.jpg/250px-Wearethechampions.jpg
